Source ID,Name,Random_number, RA (deg),DEC (deg),parallax (mas),pmra(masyr),pmdec (mas(yr),phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,bp_g,g_rp,M_g,U (km/s),V (km/s),W (km/s),Ilabel (0=thin.1=thick.2=halo)
Gaia DR2 4905586644763227776,J000445.65-623618.4,915751541,1.190224362,-61.39486772,17.28652693,131.3443844,-104.2202835,16.617416,16.622036,16.498266,0.12376976,0.004619598,0.11915016,12.80595512,-16.96015259,-28.17386537,15.6469039,0
Gaia DR2 335801708801349888,J024555.08+393642.1,1079791639,41.47945655,39.61172425,15.34056599,141.694312,-5.146860353,16.818909,16.83867,16.768858,0.069812775,0.01976204,0.050050735,12.74811561,-21.09682016,-19.16133662,23.81541247,0
Gaia DR2 4483616591946346880,J181943.58+101753.9,1682090180,274.931632,10.29826484,15.6634306,-104.7178841,-206.2982198,18.710415,19.135956,18.087986,1.0479698,0.42554092,0.6224289,14.68484932,49.49530649,-44.25667735,7.79564986,0
Gaia DR2 198358322923666304,J045535.45+371344.8,1262746162,73.89770441,37.22911641,11.97298927,84.37388471,-101.0106775,19.38572,19.689014,18.823092,0.8659229,0.30329514,0.5626278,14.77673227,-5.597524572,-40.1927318,7.565552309,0
Gaia DR2 815163352304154496,J091222.44+390306.1,643311703,138.0935342,39.05170922,11.76517502,-95.74793848,-130.6176379,19.236364,19.571814,18.606522,0.965292,0.33544922,0.62984276,14.58935633,-18.70736832,-42.01495759,-23.15706705,0
Gaia DR2 5334040869850654848,J113209.74-631646.6,1287695090,173.0406208,-62.72037594,14.87959198,-149.5985083,53.21804628,18.32108,18.553574,17.905563,0.64801025,0.23249435,0.4155159,14.18403437,-40.17328434,-9.989907244,8.27885716,0
Gaia DR2 5152748715429796096,J030648.50-183627.7,31832378,46.70206074,-17.3922761,11.00376069,134.9226296,47.46977454,16.697536,16.67475,16.639668,0.035081863,-0.022787094,0.057868958,11.90524215,-40.05441139,-13.36483334,39.69030317,0
Gaia DR2 6659876074154214016,J192813.90-493510.0,303218795,292.0579448,-48.41388352,10.81500813,-55.40500477,-81.47921868,20.483852,20.92114,19.900333,1.0208073,0.43728828,0.583519,15.65398664,5.596759258,-30.14220364,20.82724711,0
Gaia DR2 2530509724810602496,J004637.34-021234.6,1664598418,11.65562757,-1.790420203,23.68303757,-100.1092622,-221.1303803,17.794197,18.087198,17.308775,0.7784233,0.29300117,0.48542213,14.6663841,44.64331943,-12.26224286,-12.0681463,0
Gaia DR2 6517966128446351744,J222323.71-493658.7,701566778,335.8488441,-48.38370696,11.50545881,91.4080632,-127.3945905,16.840635,16.886171,16.737875,0.14829636,0.04553604,0.102760315,12.14515501,-20.05405847,-47.94808661,-1.684842782,0
Gaia DR2 2796378817592437248,J003826.04+205653.2,681727167,9.608523572,20.94813224,10.68574015,77.0269408,-72.18500431,18.763702,18.937317,18.436646,0.5006714,0.1736145,0.32705688,13.90772544,-10.93376303,-24.81809762,-19.03511416,0
Gaia DR2 1977417206669775744,J213517.76+463311.9,365059385,323.8239788,46.55330428,25.77028138,-127.3769821,-407.3553164,17.805342,18.247818,17.06013,1.1876888,0.44247627,0.74521255,14.86093752,73.85067464,9.670308292,-32.99327101,0
Gaia DR2 6216822537981135872,J143934.15-322043.4,1044152397,219.8922615,-31.65462987,10.17039587,-95.90821139,-55.42945326,19.642277,19.878819,19.052816,0.8260021,0.23654175,0.5894604,14.67896605,-19.91044827,-33.98000079,3.805668288,0
Gaia DR2 3079642326059886208,J082822.78+020826.5,364197908,127.0949189,2.140725868,15.92358869,-219.099217,4.315692927,17.574114,17.81949,17.187786,0.63170433,0.24537659,0.38632774,13.5843186,-31.80636495,19.79776165,-45.86742295,0
Gaia DR2 6458700145311223936,J213406.89-580845.2,1580294672,323.5286962,-57.85412975,12.42954929,118.8173856,-95.87795893,17.954227,18.124905,17.6272,0.49770546,0.17067719,0.32702827,13.42650435,-32.60217501,-27.32307245,-15.00478386,0
Gaia DR2 1744017272074321920,J211653.09+104313.1,441657375,319.2211519,10.72025612,10.27167868,144.7585044,4.095040359,19.602285,20.034338,19.028996,1.0053425,0.4320526,0.5732899,14.66049251,-41.66607459,10.81024549,-40.34948882,0
Gaia DR2 37846221020599808,J034403.10+125728.8,1181004379,56.0129365,12.95799926,16.0865256,-131.1868524,-142.9275819,18.622452,18.946505,18.055538,0.8909664,0.3240528,0.5669136,14.65476305,35.84697091,4.515757971,-41.88154155,0
Gaia DR2 660431181166277120,J085254.94+185012.5,1007086988,133.2288855,18.83684523,10.20494227,-108.5993902,-78.31365021,17.849688,17.95171,17.583326,0.3683834,0.10202217,0.26636124,12.89374034,-16.5716095,-20.10930435,-42.65249555,0
Gaia DR2 3227326352785075072,J050203.77-011346.2,605113509,75.51570042,-0.770469448,11.34426489,93.12296817,-117.0811629,18.985085,19.295956,18.471888,0.82406807,0.31087112,0.51319695,14.25896633,23.80178306,-48.68802174,15.22515585,0
Gaia DR2 139937559287208192,J024802.23+340801.0,231490292,42.00932465,34.13356931,13.03495027,-36.15960217,-156.5859806,18.485334,18.714458,18.004454,0.7100048,0.22912407,0.48088074,14.06088129,16.87639217,-13.69650525,-45.53196889,0
Gaia DR2 4771958598593101184,J051906.84-532808.8,1527495919,79.77846711,-52.5308811,13.25612033,20.33504718,157.8127788,19.029142,19.317167,18.434483,0.8826847,0.2880249,0.5946598,14.64122457,-50.28383171,16.45394001,12.48060447,0
Gaia DR2 2248748668919802496,J193956.04+661901.9,1135123769,294.9834849,66.31716028,28.26559031,81.35776724,367.6974163,17.726505,18.180378,17.109592,1.0707855,0.45387268,0.61691284,14.98279558,-55.10002721,-1.905966498,16.47845747,0
Gaia DR2 4327945910325306624,J164053.98-134305.2,105947486,250.224876,-12.28184995,17.78390563,-150.9351349,-164.9334948,18.536074,18.916027,17.952072,0.9639549,0.37995338,0.58400154,14.78620941,9.11268246,-48.60404831,12.57733133,0
Gaia DR2 778326792196212352,J105703.34+414509.7,277248935,164.2639205,41.75265946,11.77004802,-39.00037362,-123.8010014,18.328472,18.496778,17.99272,0.50405884,0.16830635,0.3357525,13.68236331,4.446908855,-41.60499842,8.793640086,0
Gaia DR2 692134636881870208,J090730.36+273627.0,277832437,136.8765357,27.60750371,12.06472917,52.48587352,-132.5625891,17.945751,18.046904,17.602243,0.4446602,0.10115242,0.34350777,13.35333908,28.80837874,-40.19322577,12.68477401,0
Gaia DR2 5756317106576903424,J090930.74-083443.7,907216131,137.3781321,-7.421215444,10.78742808,54.39676493,-120.8429937,18.778147,18.989769,18.32221,0.66755867,0.21162224,0.45593643,13.94273631,51.51079285,-24.34979007,-3.442011213,0
Gaia DR2 5196750036901469056,J091129.11-814653.8,325096583,137.871284,-80.21840589,10.52611118,103.1416714,-53.42202304,19.768627,20.252031,19.351324,0.90070724,0.48340416,0.4173031,14.87996693,52.70399315,23.2380384,26.38911017,0
Gaia DR2 4714003168894371456,J021532.86-614055.6,34682445,33.88694799,-60.31793892,15.75978919,-121.3088229,-95.09344478,17.749287,17.891605,17.456234,0.4353714,0.14231873,0.29305267,13.73703867,51.42894959,19.51686654,9.032782446,0
Gaia DR2 4298811124237354880,J200300.31+080330.2,304467742,300.7512484,8.058437896,16.3957663,-122.2293759,-186.74404,17.570984,17.752974,17.110607,0.6423664,0.18198967,0.46037674,13.64464248,54.78511565,-31.49727146,9.984853022,0
Gaia DR2 3517941981974142080,J121755.18-200501.7,1658847841,184.4799402,-19.91620877,13.08777898,-184.1214781,-71.76955504,19.251648,19.69875,18.587444,1.1113052,0.4471016,0.66420364,14.83597771,-41.04993552,-35.75213404,-21.09147728,0
Gaia DR2 2581058706745690752,J005505.35+085030.1,1242448059,13.77234898,8.841715483,11.35124876,-119.442086,-51.34045313,18.392025,18.568895,18.043316,0.52557945,0.17687035,0.3487091,13.6672432,57.05429464,23.42545377,-6.800569176,0
Gaia DR2 5596560296154249216,J081208.45-302923.6,581458713,123.0352262,-29.51013622,11.02940506,83.52303015,-141.8007025,19.234167,19.63434,18.660442,0.97389793,0.4001732,0.57372475,14.44692753,71.49278312,-15.90322959,3.088347418,0
Gaia DR2 6671290890340860288,J194849.49-480032.0,522282118,297.2062214,-47.99113095,10.08464765,52.05254321,-111.0214173,19.744596,20.059784,19.128479,0.93130493,0.31518745,0.6161175,14.76290012,-17.21672298,-33.81506848,-21.97211234,0
Gaia DR2 1671824128866481792,J140346.37+663810.0,872723444,210.9431694,66.63607717,10.70029905,-95.19315517,143.1200022,19.41826,19.847942,18.78183,1.0661125,0.42968178,0.63643074,14.56524015,-65.45072248,13.93214284,-19.62860698,0
Gaia DR2 1198984345958836864,J161413.97+172858.4,1157984538,243.5581912,17.48290378,18.4257254,-202.6138832,-178.8524572,18.012096,18.370098,17.444307,0.9257908,0.3580017,0.5677891,14.33921938,20.67117752,-53.10837509,30.18056434,0
Gaia DR2 4329710970088346112,J162002.54-141307.7,1561912300,245.0105898,-13.7812219,12.0215234,-67.23539071,40.08702774,20.57943,20.854637,19.969738,0.88489914,0.27520752,0.6096916,15.97922716,-6.82413782,5.943934502,34.1897912,0
Gaia DR2 2049831416132360064,J192342.65+352503.4,1016128384,290.9276962,35.41761558,10.02807555,106.2434254,81.30312089,18.78367,19.043161,18.367603,0.6755581,0.25949097,0.41606712,13.78975841,-45.13304261,36.01060595,-20.69205409,0
Gaia DR2 5480970189205462784,J060011.11-631310.2,487380493,90.04633244,-62.78052285,15.63279878,-137.1004724,86.6306682,18.693806,18.988419,18.204327,0.78409195,0.29461288,0.48947906,14.66398938,-22.52805493,29.70236133,-28.7116837,0
Gaia DR2 2976789094955826560,J050532.33-182818.1,662273976,76.38465728,-17.52826163,25.93603057,-98.52617081,-288.1709056,17.109957,17.373638,16.66091,0.7127285,0.2636814,0.4490471,14.17947429,46.71467376,-11.37101507,-24.45484201,0
Gaia DR2 6821503798104972672,J222545.58-203732.9,893863677,336.439912,-19.37416532,11.82131979,115.205432,-121.0932071,18.637083,18.942282,18.15537,0.786911,0.30519867,0.48171234,14.00041288,-14.65095945,-43.49369366,-27.26290814,0
Gaia DR2 2842710382160936576,J230431.30+243843.8,467201702,346.1304041,24.64553348,12.16937974,125.5535216,7.672508418,17.68193,17.744032,17.477812,0.2662201,0.062101364,0.20411873,13.10827276,-37.62590369,-3.430462445,-10.84855611,0
Gaia DR2 305977799494481792,J014954.96+335130.2,1157981897,27.47898065,33.85843621,12.50887391,125.9429684,-110.0192982,19.345861,19.79621,18.77445,1.021759,0.4503479,0.57141113,14.83195251,-23.51764801,-39.56649781,-18.57137518,0
Gaia DR2 5815100910917450624,J165720.30-674643.0,1117013221,254.3345738,-66.22138644,13.69915989,-69.8423527,-188.4213722,18.937798,19.32172,18.303493,1.0182266,0.38392258,0.63430405,14.62126722,-36.7673951,-41.0348614,-11.94808761,0
Gaia DR2 1818397584423882752,J203327.67+213854.2,1646809093,308.3653304,21.64835803,10.30946281,84.36548188,-55.82792385,19.14979,19.373045,18.778337,0.5947075,0.22325516,0.37145233,14.21596999,1.007762175,3.302623469,-39.17024183,0
Gaia DR2 3744991824600484864,J133316.32+155041.3,708875355,203.3179828,15.84483674,13.75097898,24.12104614,-112.3909272,17.979431,18.066545,17.76764,0.29890633,0.087114334,0.21179199,13.67109924,34.71435585,-15.15716777,-2.580960468,0
Gaia DR2 5236688701600144512,J112705.21-670949.3,1330395889,171.7716896,-66.8362695,12.1131347,-160.9609747,53.22196508,17.875126,17.981625,17.437864,0.5437603,0.10649872,0.43726158,13.29140862,-54.26698069,-17.14174231,5.966170518,0
Gaia DR2 5810478362173921664,J174739.62-690304.3,571776158,266.9151393,-68.94885443,21.59791451,78.27210637,-282.5580727,17.558115,17.877325,17.04467,0.83265495,0.31921005,0.5134449,14.23017409,-34.00755936,-21.32337294,-32.51063151,0
Gaia DR2 5086687342413745664,J033441.71-230018.0,272483666,53.67375839,-22.99499309,10.11725959,-82.04714919,-127.8996157,19.754143,20.112823,19.025673,1.0871506,0.35868073,0.72846985,14.77945723,68.11878982,-3.636753876,-25.24920382,0
Gaia DR2 6712555016269757440,J190443.56-431803.2,997267502,286.1814637,-42.69907461,17.11770082,108.0929068,-254.1794845,18.369566,18.829657,17.771467,1.0581894,0.46009064,0.59809875,14.53679312,-17.1468003,-44.51592941,-41.22475755,0
Gaia DR2 577026966432521088,J090610.61+012223.9,1667027334,136.5441864,1.373313624,10.70715172,-71.3266788,44.18250822,19.118656,19.270231,18.820711,0.4495201,0.15157509,0.29794502,14.26702594,-24.41343859,26.05467508,-8.200884573,0
Gaia DR2 1273088783971336576,J154315.02+302134.6,842701530,235.8126245,30.35959317,14.69148676,-70.5358031,75.90080139,16.903418,16.811148,16.94372,-0.13257217,-0.0922699,-0.040302277,12.73874633,-23.68725039,10.27612138,21.87553088,0
Gaia DR2 5423896396040719744,J091808.04-452240.8,1238866984,139.5335196,-44.62204014,35.3033953,-377.8631997,316.4693862,16.844746,17.246307,16.276932,0.9693756,0.40156174,0.5678139,14.58382801,-59.8327182,12.45486867,-0.05965076,0
Gaia DR2 3782950741267429376,J103110.06-013515.7,805218496,157.791898,-0.412318203,13.38536431,-160.9004044,-104.2679374,18.751997,19.10466,18.182726,0.9219341,0.35266304,0.5692711,14.38514797,-23.3214891,-29.64288499,-39.66973912,0
Gaia DR2 5442255869397242112,J103137.03-384457.1,753707614,157.9042633,-37.25083282,20.21228255,35.43882266,-242.3530246,17.134567,17.33248,16.769945,0.56253433,0.19791222,0.36462212,13.66264406,44.34418832,0.192483605,-34.98999237,0
Gaia DR2 1405848383457312512,J164358.85+443852.4,231844137,250.9952251,44.64792657,13.49515343,42.01498736,-203.8200348,19.200531,19.675407,18.545958,1.1294498,0.4748764,0.65457344,14.85142014,76.52830091,-5.350635395,-4.242750505,0
Gaia DR2 2495751967528809216,J024631.03-033229.0,977608658,41.62929741,-2.458627758,46.60249918,222.409121,-490.3226082,15.428353,15.62913,15.065398,0.56373215,0.20077705,0.3629551,13.77039839,17.49376349,-41.72968852,-4.862128521,0
Gaia DR2 1558872261424381184,J134711.18+503604.0,135747833,206.7966336,50.60114568,16.58435553,160.1265296,-178.699147,18.559507,18.950525,17.931238,1.0192871,0.3910179,0.6282692,14.65800037,73.71594327,5.258288242,16.00031123,0
Gaia DR2 253936196167057664,J043952.70+454302.3,1676979805,69.96957951,45.71726756,10.63678005,-14.98282556,-42.03741937,18.265694,18.147202,18.434795,-0.28759384,-0.11849213,-0.16910172,13.39974456,2.723942038,1.610648165,-10.93708729,0
Gaia DR2 3514991756054578688,J122126.40-214201.1,1117810414,185.3600255,-20.29972384,10.30658243,0.861590686,-148.6605695,19.73014,20.14552,19.082993,1.0625267,0.41537857,0.64714813,14.79571409,34.13953714,-26.42607367,-43.62821003,0
Gaia DR2 699920381797443712,J091341.98+311609.1,99445923,138.424871,31.26922769,18.17476118,186.5087606,-72.96333439,18.493338,18.861355,17.99425,0.8671055,0.3680172,0.4990883,14.7906812,42.10841324,-7.880955674,39.41515004,0
Gaia DR2 1913048360003157504,J232329.57+350845.2,403854074,350.8732459,35.14588988,22.61589452,259.081371,14.80294832,17.112118,17.329643,16.733564,0.5960789,0.21752548,0.3785534,13.88418662,-42.68388886,-8.097249155,-8.963793506,0
Gaia DR2 1161820298887863424,J145931.87+085125.2,191924867,224.8828489,8.856991719,13.79107393,-175.258805,-43.84091423,19.042772,19.46957,18.495647,0.9739227,0.42679787,0.54712486,14.74076273,-20.225776,-40.6000128,29.89194317,0
Gaia DR2 337078070001329664,J024419.27+421327.1,451982955,41.08026361,42.22419723,14.23414094,-108.9451925,-183.8622292,19.06168,19.540052,18.43929,1.1007633,0.47837257,0.62239075,14.82833615,25.19876072,3.973207591,-61.71699872,0
Gaia DR2 1795603162191997824,J215758.61+242845.1,1112595470,329.4941988,24.47914524,13.33170448,152.4922916,38.14342351,19.665268,20.198792,19.119295,1.0794964,0.53352356,0.5459728,15.28969634,-44.51461029,8.978175891,-17.37179527,0
Gaia DR2 1862991130349784320,J204748.46+324614.2,1258206289,311.951926,32.7706251,10.51355621,-86.95099271,-103.184236,18.92759,19.133404,18.40801,0.7253933,0.20581436,0.51957893,14.03633762,64.85542119,-4.72138716,8.254734012,0
Gaia DR2 244610757015516416,J033921.05+442624.7,1487233614,54.83769868,44.4402187,10.73997975,49.89533565,-88.37433377,20.199799,20.4843,19.542475,0.94182587,0.28450203,0.65732384,15.3548159,-10.98013301,-26.90283331,-11.15973576,0
Gaia DR2 5485066729011863040,J065734.37-562347.8,1407598155,104.3931614,-55.60341867,18.55606359,-246.6006388,182.0984808,16.524143,16.70504,16.185564,0.51947594,0.18089676,0.33857918,12.86657248,-55.69474866,32.16240116,-36.65100886,0
Gaia DR2 2652784694950778624,J224304.63-023203.5,1231330120,340.7692577,-1.465684558,18.19094712,-144.8881368,-193.9693273,16.197918,16.261759,16.020535,0.24122429,0.063840866,0.17738342,12.49719449,61.96553415,-18.22546457,2.285469793,0
Gaia DR2 4403335028894782464,J154953.90-021042.2,1641496174,237.4745776,-1.821547774,11.23714356,-71.7274224,-98.27560861,18.479427,18.608713,18.106707,0.50200653,0.12928581,0.37272072,13.73270698,12.22936114,-40.34130646,5.684362003,0
Gaia DR2 2969169170139585920,J052352.34-202337.7,1482084310,80.96806554,-19.6062121,11.11243693,-84.98384537,-165.2759243,19.383352,19.858395,18.752726,1.105669,0.47504234,0.6306267,14.61239883,61.75410427,-10.23215376,-45.87429554,0
Gaia DR2 3033570727283474304,J072804.97-145700.7,946699546,112.0207379,-13.04975698,13.68534754,-37.41948359,-179.8952728,14.967934,14.806809,15.171723,-0.36491394,-0.16112423,-0.20378971,10.64921281,41.57107436,-22.56153443,-34.56354415,0
Gaia DR2 3331035557987931776,J062842.34+112915.4,41145995,97.17641861,11.48757351,20.2420303,94.19068211,-311.2957016,17.793537,18.190094,17.208874,0.98122025,0.39655685,0.5846634,14.32480749,31.69200607,-59.65933622,-7.820834117,0
Gaia DR2 3454965980323969280,J055653.28+350154.8,420322237,89.22196565,35.03194149,15.29408612,39.87861815,-126.1764897,17.497944,17.543766,17.307085,0.23668098,0.045822144,0.19085884,13.42056154,2.402285361,-29.33830444,-2.122700886,0
Gaia DR2 3941103359935056640,J125609.31+183955.1,1273166389,194.0388087,18.66525129,10.13182441,-59.58797757,-95.54798388,18.94523,19.144495,18.544662,0.59983253,0.19926453,0.400568,13.97366876,7.032310602,-41.7259842,0.428651487,0
Gaia DR2 712888090655562624,J085914.30+325712.2,1132993383,134.8096367,32.95336207,43.36316059,-325.6261241,-3.585499657,15.08934,15.064925,14.978361,0.086564064,-0.024415016,0.11097908,13.27494485,-17.26341334,11.5317562,-20.43203156,0
Gaia DR2 1597468108851256192,J154710.46+542617.5,1166592700,236.7935631,54.43817756,10.43864143,-102.2152486,-8.653822276,19.36321,19.55664,18.885542,0.6710987,0.19342995,0.47766876,14.45643058,-10.53491664,-21.28196215,36.1710117,0
Gaia DR2 3929166408868873344,J124234.22+131138.8,1520004684,190.6425695,13.19412312,22.08828138,-262.0260083,-209.6340736,18.102219,18.561096,17.455433,1.1056633,0.45887756,0.64678574,14.82302826,-18.29942327,-55.98062533,-6.277062391,0
Gaia DR2 2372675792716017152,J004703.07-154145.6,701731527,11.76279564,-14.30403066,12.00325233,139.3719158,-58.09475021,18.479103,18.730724,18.07443,0.65629387,0.25162125,0.40467262,13.87559777,-28.38089507,-37.75079247,0.468838745,0
Gaia DR2 6311599954964230912,J144530.43-145013.2,1200360156,221.3768371,-13.16296497,10.83240146,-108.172185,-90.66292615,17.681425,17.780174,17.436642,0.34353256,0.09874916,0.2447834,12.85504883,-10.20533967,-48.82864653,1.932391974,0
Gaia DR2 3525594754702699520,J124802.04-155130.2,1195491480,192.0084962,-14.14158448,10.96850153,-63.39990111,-85.82468971,18.989384,19.1787,18.603594,0.57510567,0.1893158,0.38578987,14.1901202,-1.826932827,-27.46626949,-18.32822998,0
Gaia DR2 3690395231125833600,J130020.88+013047.5,759624683,195.0869803,1.51323325,27.71572506,-373.8693795,142.9874092,17.293442,17.681288,16.71729,0.9639969,0.387846,0.5761509,14.50707299,-59.02567614,-6.593654168,19.28575758,0
Gaia DR2 2551087359802740096,J004127.84+032906.0,1409543912,10.36603974,3.485019611,13.59518143,156.918712,-86.91682637,16.943892,17.006191,16.735113,0.2710781,0.06229973,0.20877838,12.61081656,-26.22362221,-40.05636135,-11.05076874,0
Gaia DR2 4849332228272049792,J032753.35-432231.4,1250519544,51.9722948,-42.62463045,12.07637836,-35.8570712,-157.5598874,18.569687,18.779713,18.04542,0.734293,0.21002579,0.5242672,13.97937045,65.21751757,-12.13225869,6.768706712,0
Gaia DR2 2341036143039965696,J235134.18-233821.8,286361193,357.8923561,-22.36065312,14.21731255,27.77291272,-146.8355808,17.857891,18.011677,17.569435,0.44224167,0.1537857,0.28845596,13.62197864,20.22893075,-36.67266638,-0.260209013,0
Gaia DR2 3998086241534550144,J110959.95+261845.0,926488377,167.4997828,26.31250761,12.51838183,70.05347901,-141.5527512,15.848605,15.746917,15.930381,-0.18346405,-0.101688385,-0.081775665,11.33634708,48.96621823,-30.35903055,13.81122475,0
Gaia DR2 957295438016687616,J063629.88+405424.8,319832584,99.12448862,40.90687199,25.21295441,-84.99833723,-219.5023599,16.690882,16.785078,16.4028,0.38227844,0.09419632,0.28808212,13.69900042,-5.059155603,-20.0175539,-23.48279979,0
Gaia DR2 6049968143773236480,J161204.25-240608.3,1429869931,243.0176527,-23.8977033,13.83429818,30.66696468,-174.806186,18.002201,18.191454,17.578037,0.6134167,0.18925285,0.42416382,13.70698674,16.65607533,-27.73969698,-39.48920144,0
Gaia DR2 934555334235313664,J080756.02+485416.6,1360845985,121.983362,48.90464499,14.44628934,13.20735819,-165.2275006,18.04134,18.210897,17.63395,0.57694817,0.16955757,0.4073906,13.84012142,-3.633771918,-42.92811308,5.807239742,0
Gaia DR2 6156621317128742784,J123717.16-385435.6,1310704816,189.3215183,-37.09010589,16.21485591,195.915619,-83.800158,18.711365,19.136272,18.156971,0.97930145,0.42490768,0.55439377,14.76093021,61.42414153,31.8676409,-12.39021588,0
Gaia DR2 923023248261420672,J075959.16+433523.6,271019075,119.9964863,43.58988953,45.60147225,-297.3067624,161.2309661,16.153963,16.289045,15.824352,0.46469307,0.13508224,0.32961082,14.44885741,-6.41389614,33.32768759,-17.2806413,0
Gaia DR2 5601056821983603968,J080035.66-270414.5,1690423604,120.1486335,-26.92932538,10.94451647,41.45730594,-143.4650034,16.333755,16.3003,16.364197,-0.06389618,-0.033454895,-0.030441284,11.52973839,62.01585016,-16.63614415,-10.94723443,0
Gaia DR2 5343691279099734016,J115746.18-575716.6,1606544714,179.4423663,-56.04539809,10.89628351,-103.2933663,-17.28761399,19.693056,19.969997,19.17681,0.7931881,0.2769413,0.5162468,14.87944808,-31.53041054,-9.201684694,-10.0967636,0
Gaia DR2 5726392656382909568,J081642.58-141912.7,1507779877,124.1774441,-13.67981373,11.69744798,-101.7765457,-74.8487045,17.597132,17.656294,17.422325,0.23396873,0.05916214,0.1748066,12.93758734,3.112182728,-0.230947481,-43.45746068,0
Gaia DR2 6281684373876096512,J144038.50-200803.1,1071136744,220.1604243,-19.8658328,14.33831299,-84.8024713,-46.81181285,16.984297,16.871023,17.03134,-0.16031647,-0.11327362,-0.047042847,12.76678708,-7.863815386,-18.26207553,7.148423844,0
Gaia DR2 4024105492715825152,J113745.55+311731.6,1637480109,174.4397817,31.29206474,12.89057617,-134.4999202,98.29484947,18.623404,18.90052,18.128317,0.77220345,0.27711678,0.49508667,14.1747652,-51.64464282,24.18593942,-9.178274142,0
Gaia DR2 4959474744729025280,J014652.32-423639.6,122518666,26.7179823,-41.38903664,12.89231245,32.3578544,-175.093086,18.41522,18.678034,17.926937,0.7510967,0.26281357,0.48828316,13.96687437,39.18389495,-43.12574587,23.79333472,0
Gaia DR2 4022081429247669632,J112215.62+283941.8,805608059,170.565111,28.66156186,21.8623744,-274.004648,-62.28702221,17.84164,18.21174,17.32252,0.8892212,0.37010002,0.51912117,14.54012711,-40.56994988,-23.14181912,-13.62963663,0
Gaia DR2 2422442334689173376,J000123.38-124802.5,912162092,0.347377428,-11.19932171,13.51008606,90.33016569,-114.5674736,18.298964,18.467445,17.898134,0.56931114,0.16848183,0.40082932,13.95225412,-2.123532882,-36.88821915,-10.80925686,0
Gaia DR2 4791407967151847296,J043726.23-455104.7,1354357770,69.35925458,-44.14871252,11.66398758,49.48873997,114.8535002,17.889868,17.97411,17.651052,0.32305717,0.08424187,0.23881531,13.22410302,-42.57012509,15.29388137,20.72879714,0
Gaia DR2 485472355473468672,J053329.38+694040.1,1235544745,83.37237802,69.67776208,15.93821029,34.30006031,-174.917071,17.45261,17.59291,17.159988,0.43292236,0.14030075,0.2926216,13.46480778,-28.36746432,-27.20297335,-7.664358048,0
Gaia DR2 1223091649497003264,J154139.17+255732.8,989086583,235.4132031,25.95907272,10.5140203,10.892809,-108.3064342,19.025257,19.168898,18.569973,0.59892464,0.14364052,0.45528412,14.13410117,45.49321016,-17.12668639,-2.462592621,0
Gaia DR2 5417223906644382848,J101141.50-410354.7,229038942,152.9229327,-40.93481139,10.26644509,-83.24989374,16.94190951,17.463972,17.411575,17.508186,-0.09661102,-0.052396774,-0.04421425,12.52107254,-29.50270481,5.14215047,-9.269423712,0
Gaia DR2 3118420619409587712,J062409.02-025556.6,379606366,96.03762085,-1.067568081,10.11205809,8.984290259,-102.1760428,18.996218,19.14027,18.594301,0.545969,0.1440525,0.4019165,14.02041551,30.55873461,-26.60594672,-11.52170489,0
Gaia DR2 6404622044584454656,J222054.26-654527.7,115397644,335.2260788,-64.24230574,20.42673918,-307.1431798,14.79202334,18.319944,18.78986,17.67847,1.1113892,0.4699154,0.64147377,14.8709396,64.42429036,27.70864861,43.7373992,0
Gaia DR2 1627811571760152960,J155407.18+614549.0,1166929137,238.5298596,61.76357193,10.18634572,12.64118575,118.0223281,19.669645,20.103624,19.229729,0.87389565,0.43397903,0.4399166,14.70973737,-41.60069291,27.9796765,-15.4902623,0
Gaia DR2 6583404142793784320,J211912.41-394207.2,1559922564,319.8016559,-38.29796244,11.22793255,64.53982833,-145.2651422,19.318598,19.67625,18.70858,0.96767044,0.35765266,0.6100178,14.57009677,-9.691051816,-51.18222105,-14.49946489,0
Gaia DR2 6496838389747390208,J234806.72-562149.0,518342017,357.0279685,-55.63636763,11.98998214,115.4563483,53.84353806,17.934772,18.044027,17.693806,0.35022163,0.10925484,0.2409668,13.32886517,-39.92869098,9.543345691,-14.15080835,0
Gaia DR2 5361638268100846080,J105929.18-514429.0,121205484,164.8716025,-50.25861603,10.00474899,-128.5928012,-64.0391622,19.787922,20.196613,19.146612,1.0500011,0.4086914,0.64130974,14.78895289,-32.7790775,-8.360456261,-46.13132863,0
Gaia DR2 660222170879118208,J084749.18+183015.1,1065477467,131.9549329,18.50425035,13.67738049,-42.02080164,-144.6931138,17.072681,17.081324,16.896252,0.18507195,0.008642197,0.17642975,12.75269607,10.15647795,-34.42738198,-19.62375188,0
Gaia DR2 6598502258508898816,J222635.52-360306.1,73892552,336.6480409,-35.94832758,11.21201313,-47.43393012,-70.12597237,17.965021,17.935295,17.869339,0.065956116,-0.029726028,0.095682144,13.21343912,28.98290447,-14.03248598,18.59879985,0
Gaia DR2 5314641395919477248,J082150.54-591904.1,1281462101,125.4606297,-58.68223362,15.31584691,-189.3718723,64.4156582,16.56803,16.624216,16.402569,0.22164726,0.056186676,0.16546059,12.49373449,-42.9105767,15.7509542,-31.10852634,0
